vi,ctrl,sx,sy,cx,cy,btns,value
6101,0,95,-15,0,0,0,000050f3
6105,0,95,-13,0,0,0,000050f5
6109,0,96,-12,0,0,0,000050f6
6112,0,97,-10,0,0,0,000051f8
6116,0,97,-9,0,0,0,000051f9
6120,0,98,-7,0,0,0,000051fa
6124,0,99,-5,0,0,0,000051fc
6128,0,99,-3,0,0,0,000051fe
6132,0,100,-2,0,0,0,000052fe
6136,0,0,0,0,0,256,80000000
6169,0,0,0,0,0,0,00000000
6201,0,0,0,0,0,512,40000000
6232,0,0,0,0,0,0,00000000
6266,0,0,0,0,0,1024,00000000
6296,0,0,0,0,0,0,00000000
6329,0,0,0,0,0,2048,00000000
6361,0,0,0,0,0,0,00000000
6392,0,0,0,0,0,16,00200000
6426,0,0,0,0,0,0,00000000
6457,0,0,0,0,0,64,20000000
6489,0,0,0,0,0,0,00000000
6520,0,0,0,0,0,32,00100000
6553,0,0,0,0,0,0,00000000
6585,0,0,0,0,0,4096,10000000
6618,0,0,0,0,0,0,00000000
6650,0,0,0,0,0,8,08000000
6680,0,0,0,0,0,0,00000000
6712,0,0,0,0,0,4,04000000
6744,0,0,0,0,0,0,00000000
6776,0,0,0,0,0,1,02000000
6808,0,0,0,0,0,0,00000000
6840,0,0,0,0,0,2,01000000
6872,0,0,0,0,0,0,00000000
6904,0,-128,0,0,0,0,0000ae00
6908,0,-127,0,0,0,0,0000ae00
6912,0,-126,0,0,0,0,0000ae00
6916,0,-125,0,0,0,0,0000ae00
6920,0,-124,0,0,0,0,0000ae00
6924,0,-123,0,0,0,0,0000ae00
6928,0,-122,0,0,0,0,0000ae00
6932,0,-121,0,0,0,0,0000ae00
6936,0,-120,0,0,0,0,0000ae00
6940,0,-119,0,0,0,0,0000ae00
6944,0,-118,0,0,0,0,0000ae00
6948,0,-117,0,0,0,0,0000ae00
6952,0,-116,0,0,0,0,0000ae00
6956,0,-115,0,0,0,0,0000ae00
6960,0,-114,0,0,0,0,0000ae00
6964,0,-113,0,0,0,0,0000ae00
6968,0,-112,0,0,0,0,0000ae00
6972,0,-111,0,0,0,0,0000ae00
6976,0,-110,0,0,0,0,0000ae00
6980,0,-109,0,0,0,0,0000ae00
6984,0,-108,0,0,0,0,0000ae00
6988,0,-107,0,0,0,0,0000ae00
6992,0,-106,0,0,0,0,0000ae00
6996,0,-105,0,0,0,0,0000ae00
7000,0,-104,0,0,0,0,0000ae00
7004,0,-103,0,0,0,0,0000ae00
7008,0,-102,0,0,0,0,0000ae00
7012,0,-101,0,0,0,0,0000ae00
7016,0,-100,0,0,0,0,0000af00
7020,0,-99,0,0,0,0,0000af00
7024,0,-98,0,0,0,0,0000b000
7028,0,-97,0,0,0,0,0000b100
7032,0,-96,0,0,0,0,0000b200
7036,0,-95,0,0,0,0,0000b300
7040,0,-94,0,0,0,0,0000b400
7044,0,-93,0,0,0,0,0000b400
7048,0,-92,0,0,0,0,0000b500
7052,0,-91,0,0,0,0,0000b600
7056,0,-90,0,0,0,0,0000b700
7060,0,-89,0,0,0,0,0000b800
7064,0,-88,0,0,0,0,0000b800
7068,0,-87,0,0,0,0,0000b900
7072,0,-86,0,0,0,0,0000ba00
7076,0,-85,0,0,0,0,0000bb00
7080,0,-84,0,0,0,0,0000bc00
7084,0,-83,0,0,0,0,0000bc00
7088,0,-82,0,0,0,0,0000bd00
7092,0,-81,0,0,0,0,0000be00
7096,0,-80,0,0,0,0,0000bf00
7100,0,-79,0,0,0,0,0000c000
7104,0,-78,0,0,0,0,0000c100
7108,0,-77,0,0,0,0,0000c100
7112,0,-76,0,0,0,0,0000c200
7116,0,-75,0,0,0,0,0000c300
7120,0,-74,0,0,0,0,0000c400
7124,0,-73,0,0,0,0,0000c500
7128,0,-72,0,0,0,0,0000c500
7132,0,-71,0,0,0,0,0000c600
7136,0,-70,0,0,0,0,0000c700
7140,0,-69,0,0,0,0,0000c800
7144,0,-68,0,0,0,0,0000c900
7148,0,-67,0,0,0,0,0000c900
7152,0,-66,0,0,0,0,0000ca00
7156,0,-65,0,0,0,0,0000cb00
7160,0,-64,0,0,0,0,0000cc00
7164,0,-63,0,0,0,0,0000cd00
7168,0,-62,0,0,0,0,0000ce00
7172,0,-61,0,0,0,0,0000ce00
7176,0,-60,0,0,0,0,0000cf00
7180,0,-59,0,0,0,0,0000d000
7184,0,-58,0,0,0,0,0000d100
7188,0,-57,0,0,0,0,0000d200
7192,0,-56,0,0,0,0,0000d200
7196,0,-55,0,0,0,0,0000d300
