vi,ctrl,sx,sy,cx,cy,btns,value
3397,0,0,0,59,0,0,00010000
3401,0,0,0,60,0,0,00010000
3404,0,0,0,61,0,0,00010000
3409,0,0,0,62,0,0,00010000
3413,0,0,0,63,0,0,00010000
3417,0,0,0,64,0,0,00010000
3421,0,0,0,65,0,0,00010000
3425,0,0,0,66,0,0,00010000
3428,0,0,0,67,0,0,00010000
3433,0,0,0,68,0,0,00010000
3437,0,0,0,69,0,0,00010000
3440,0,0,0,70,0,0,00010000
3444,0,0,0,71,0,0,00010000
3450,0,0,0,72,0,0,00010000
3452,0,0,0,73,0,0,00010000
3456,0,0,0,74,0,0,00010000
3460,0,0,0,75,0,0,00010000
3464,0,0,0,76,0,0,00010000
3468,0,0,0,77,0,0,00010000
3473,0,0,0,78,0,0,00010000
3477,0,0,0,79,0,0,00010000
3482,0,0,0,80,0,0,00010000
3484,0,0,0,81,0,0,00010000
3488,0,0,0,82,0,0,00010000
3493,0,0,0,83,0,0,00010000
3496,0,0,0,84,0,0,00010000
3500,0,0,0,85,0,0,00010000
3504,0,0,0,86,0,0,00010000
3508,0,0,0,87,0,0,00010000
3512,0,0,0,88,0,0,00010000
3516,0,0,0,89,0,0,00010000
3520,0,0,0,90,0,0,00010000
3524,0,0,0,91,0,0,00010000
3529,0,0,0,92,0,0,00010000
3534,0,0,0,93,0,0,00010000
3536,0,0,0,94,0,0,00010000
3540,0,0,0,95,0,0,00010000
3545,0,0,0,96,0,0,00010000
3549,0,0,0,97,0,0,00010000
3554,0,0,0,98,0,0,00010000
3556,0,0,0,99,0,0,00010000
3560,0,0,0,100,0,0,00010000
3564,0,0,0,101,0,0,00010000
3569,0,0,0,102,0,0,00010000
3573,0,0,0,103,0,0,00010000
3576,0,0,0,104,0,0,00010000
3581,0,0,0,105,0,0,00010000
3586,0,0,0,106,0,0,00010000
3588,0,0,0,107,0,0,00010000
3592,0,0,0,108,0,0,00010000
3597,0,0,0,109,0,0,00010000
3601,0,0,0,110,0,0,00010000
3605,0,0,0,111,0,0,00010000
3609,0,0,0,112,0,0,00010000
3613,0,0,0,113,0,0,00010000
3617,0,0,0,114,0,0,00010000
3621,0,0,0,115,0,0,00010000
3625,0,0,0,116,0,0,00010000
3629,0,0,0,117,0,0,00010000
3633,0,0,0,118,0,0,00010000
3638,0,0,0,119,0,0,00010000
3640,0,0,0,120,0,0,00010000
3644,0,0,0,121,0,0,00010000
3649,0,0,0,122,0,0,00010000
3653,0,0,0,123,0,0,00010000
3657,0,0,0,124,0,0,00010000
3660,0,0,0,125,0,0,00010000
3665,0,0,0,126,0,0,00010000
3670,0,0,0,127,0,0,00010000
3672,0,0,0,0,-128,0,00040000
3676,0,0,0,0,-127,0,00040000
3681,0,0,0,0,-126,0,00040000
3685,0,0,0,0,-125,0,00040000
3690,0,0,0,0,-124,0,00040000
3692,0,0,0,0,-123,0,00040000
3698,0,0,0,0,-122,0,00040000
3701,0,0,0,0,-121,0,00040000
3705,0,0,0,0,-120,0,00040000
3709,0,0,0,0,-119,0,00040000
3713,0,0,0,0,-118,0,00040000
3717,0,0,0,0,-117,0,00040000
3722,0,0,0,0,-116,0,00040000
3724,0,0,0,0,-115,0,00040000
3728,0,0,0,0,-114,0,00040000
3733,0,0,0,0,-113,0,00040000
3737,0,0,0,0,-112,0,00040000
3740,0,0,0,0,-111,0,00040000
3746,0,0,0,0,-110,0,00040000
3748,0,0,0,0,-109,0,00040000
3753,0,0,0,0,-108,0,00040000
3758,0,0,0,0,-107,0,00040000
3760,0,0,0,0,-106,0,00040000
3765,0,0,0,0,-105,0,00040000
3769,0,0,0,0,-104,0,00040000
3774,0,0,0,0,-103,0,00040000
3776,0,0,0,0,-102,0,00040000
3780,0,0,0,0,-101,0,00040000
3785,0,0,0,0,-100,0,00040000
3789,0,0,0,0,-99,0,00040000
3793,0,0,0,0,-98,0,00040000
3797,0,0,0,0,-97,0,00040000
3801,0,0,0,0,-96,0,00040000
3806,0,0,0,0,-95,0,00040000
3808,0,0,0,0,-94,0,00040000
3812,0,0,0,0,-93,0,00040000
3817,0,0,0,0,-92,0,00040000
3821,0,0,0,0,-91,0,00040000
3826,0,0,0,0,-90,0,00040000
3828,0,0,0,0,-89,0,00040000
3832,0,0,0,0,-88,0,00040000
3837,0,0,0,0,-87,0,00040000
3840,0,0,0,0,-86,0,00040000
3845,0,0,0,0,-85,0,00040000
3849,0,0,0,0,-84,0,00040000
3853,0,0,0,0,-83,0,00040000
3857,0,0,0,0,-82,0,00040000
3861,0,0,0,0,-81,0,00040000
3865,0,0,0,0,-80,0,00040000
3868,0,0,0,0,-79,0,00040000
3873,0,0,0,0,-78,0,00040000
3878,0,0,0,0,-77,0,00040000
3881,0,0,0,0,-76,0,00040000
3884,0,0,0,0,-75,0,00040000
3889,0,0,0,0,-74,0,00040000
3894,0,0,0,0,-73,0,00040000
3896,0,0,0,0,-72,0,00040000
3901,0,0,0,0,-71,0,00040000
3905,0,0,0,0,-70,0,00040000
3910,0,0,0,0,-69,0,00040000
3912,0,0,0,0,-68,0,00040000
3916,0,0,0,0,-67,0,00040000
3920,0,0,0,0,-66,0,00040000
3924,0,0,0,0,-65,0,00040000
3928,0,0,0,0,-64,0,00040000
3933,0,0,0,0,-63,0,00040000
3937,0,0,0,0,-62,0,00040000
3941,0,0,0,0,-61,0,00040000
3945,0,0,0,0,-60,0,00040000
3949,0,0,0,0,-59,0,00040000
3952,0,0,0,0,-58,0,00040000
3956,0,0,0,0,-57,0,00040000
3962,0,0,0,0,-56,0,00040000
3965,0,0,0,0,-55,0,00040000
3969,0,0,0,0,-54,0,00040000
3972,0,0,0,0,-53,0,00040000
3977,0,0,0,0,-52,0,00040000
3980,0,0,0,0,-51,0,00040000
3986,0,0,0,0,-50,0,00040000
3988,0,0,0,0,-49,0,00040000
3994,0,0,0,0,-48,0,00000000
3997,0,0,0,0,-47,0,00000000
4000,0,0,0,0,-46,0,00000000
4005,0,0,0,0,-45,0,00000000
4008,0,0,0,0,-44,0,00000000
4014,0,0,0,0,-43,0,00000000
4017,0,0,0,0,-42,0,00000000
4020,0,0,0,0,-41,0,00000000
4025,0,0,0,0,-40,0,00000000
4029,0,0,0,0,-39,0,00000000
4033,0,0,0,0,-38,0,00000000
4036,0,0,0,0,-37,0,00000000
4040,0,0,0,0,-36,0,00000000
4045,0,0,0,0,-35,0,00000000
4049,0,0,0,0,-34,0,00000000
4054,0,0,0,0,-33,0,00000000
4056,0,0,0,0,-32,0,00000000
4062,0,0,0,0,-31,0,00000000
4065,0,0,0,0,-30,0,00000000
4069,0,0,0,0,-29,0,00000000
4073,0,0,0,0,-28,0,00000000
4076,0,0,0,0,-27,0,00000000
4081,0,0,0,0,-26,0,00000000
4085,0,0,0,0,-25,0,00000000
4089,0,0,0,0,-24,0,00000000
4093,0,0,0,0,-23,0,00000000
4098,0,0,0,0,-22,0,00000000
4100,0,0,0,0,-21,0,00000000
4104,0,0,0,0,-20,0,00000000
4108,0,0,0,0,-19,0,00000000
4112,0,0,0,0,-18,0,00000000
4116,0,0,0,0,-17,0,00000000
4121,0,0,0,0,-16,0,00000000
4125,0,0,0,0,-15,0,00000000
4128,0,0,0,0,-14,0,00000000
4132,0,0,0,0,-13,0,00000000
4136,0,0,0,0,-12,0,00000000
4141,0,0,0,0,-11,0,00000000
4146,0,0,0,0,-10,0,00000000
4148,0,0,0,0,-9,0,00000000
4153,0,0,0,0,-8,0,00000000
4157,0,0,0,0,-7,0,00000000
4160,0,0,0,0,-6,0,00000000
4165,0,0,0,0,-5,0,00000000
4169,0,0,0,0,-4,0,00000000
4173,0,0,0,0,-3,0,00000000
4177,0,0,0,0,-2,0,00000000
4181,0,0,0,0,-1,0,00000000
4185,0,0,0,0,0,0,00000000
4189,0,0,0,0,1,0,00000000
4193,0,0,0,0,2,0,00000000
4197,0,0,0,0,3,0,00000000
4202,0,0,0,0,4,0,00000000
4205,0,0,0,0,5,0,00000000
4208,0,0,0,0,6,0,00000000
4212,0,0,0,0,7,0,00000000
4216,0,0,0,0,8,0,00000000
4220,0,0,0,0,9,0,00000000
4225,0,0,0,0,10,0,00000000
4228,0,0,0,0,11,0,00000000
4232,0,0,0,0,12,0,00000000
4236,0,0,0,0,13,0,00000000
4240,0,0,0,0,14,0,00000000
4245,0,0,0,0,15,0,00000000
4249,0,0,0,0,16,0,00000000
4253,0,0,0,0,17,0,00000000
4257,0,0,0,0,18,0,00000000
4261,0,0,0,0,19,0,00000000
4264,0,0,0,0,20,0,00000000
4268,0,0,0,0,21,0,00000000
4273,0,0,0,0,22,0,00000000
4277,0,0,0,0,23,0,00000000
4281,0,0,0,0,24,0,00000000
4285,0,0,0,0,25,0,00000000
4290,0,0,0,0,26,0,00000000
4292,0,0,0,0,27,0,00000000
4296,0,0,0,0,28,0,00000000
4300,0,0,0,0,29,0,00000000
4304,0,0,0,0,30,0,00000000
4309,0,0,0,0,31,0,00000000
4313,0,0,0,0,32,0,00000000
4317,0,0,0,0,33,0,00000000
4321,0,0,0,0,34,0,00000000
4325,0,0,0,0,35,0,00000000
4329,0,0,0,0,36,0,00000000
4333,0,0,0,0,37,0,00000000
4338,0,0,0,0,38,0,00000000
4340,0,0,0,0,39,0,00000000
4345,0,0,0,0,40,0,00000000
4348,0,0,0,0,41,0,00000000
4352,0,0,0,0,42,0,00000000
4357,0,0,0,0,43,0,00000000
4360,0,0,0,0,44,0,00000000
4365,0,0,0,0,45,0,00000000
4368,0,0,0,0,46,0,00000000
4372,0,0,0,0,47,0,00000000
4376,0,0,0,0,48,0,00000000
4381,0,0,0,0,49,0,00080000
4385,0,0,0,0,50,0,00080000
4390,0,0,0,0,51,0,00080000
4392,0,0,0,0,52,0,00080000
4396,0,0,0,0,53,0,00080000
4400,0,0,0,0,54,0,00080000
4404,0,0,0,0,55,0,00080000
4408,0,0,0,0,56,0,00080000
4413,0,0,0,0,57,0,00080000
4417,0,0,0,0,58,0,00080000
4422,0,0,0,0,59,0,00080000
4424,0,0,0,0,60,0,00080000
4429,0,0,0,0,61,0,00080000
4433,0,0,0,0,62,0,00080000
4437,0,0,0,0,63,0,00080000
4442,0,0,0,0,64,0,00080000
4444,0,0,0,0,65,0,00080000
4448,0,0,0,0,66,0,00080000
4452,0,0,0,0,67,0,00080000
4456,0,0,0,0,68,0,00080000
4460,0,0,0,0,69,0,00080000
4465,0,0,0,0,70,0,00080000
4469,0,0,0,0,71,0,00080000
4474,0,0,0,0,72,0,00080000
4476,0,0,0,0,73,0,00080000
4481,0,0,0,0,74,0,00080000
4486,0,0,0,0,75,0,00080000
4488,0,0,0,0,76,0,00080000
4492,0,0,0,0,77,0,00080000
4497,0,0,0,0,78,0,00080000
4501,0,0,0,0,79,0,00080000
4504,0,0,0,0,80,0,00080000
4508,0,0,0,0,81,0,00080000
4514,0,0,0,0,82,0,00080000
4517,0,0,0,0,83,0,00080000
4521,0,0,0,0,84,0,00080000
4525,0,0,0,0,85,0,00080000
4529,0,0,0,0,86,0,00080000
4533,0,0,0,0,87,0,00080000
4536,0,0,0,0,88,0,00080000
4541,0,0,0,0,89,0,00080000
4544,0,0,0,0,90,0,00080000
4548,0,0,0,0,91,0,00080000
4553,0,0,0,0,92,0,00080000
4557,0,0,0,0,93,0,00080000
4561,0,0,0,0,94,0,00080000
4565,0,0,0,0,95,0,00080000
4570,0,0,0,0,96,0,00080000
4572,0,0,0,0,97,0,00080000
4576,0,0,0,0,98,0,00080000
4580,0,0,0,0,99,0,00080000
4584,0,0,0,0,100,0,00080000
4588,0,0,0,0,101,0,00080000
4592,0,0,0,0,102,0,00080000
4596,0,0,0,0,103,0,00080000
4600,0,0,0,0,104,0,00080000
4604,0,0,0,0,105,0,00080000
4608,0,0,0,0,106,0,00080000
4612,0,0,0,0,107,0,00080000
4616,0,0,0,0,108,0,00080000
4620,0,0,0,0,109,0,00080000
4624,0,0,0,0,110,0,00080000
4629,0,0,0,0,111,0,00080000
4633,0,0,0,0,112,0,00080000
4637,0,0,0,0,113,0,00080000
4641,0,0,0,0,114,0,00080000
4645,0,0,0,0,115,0,00080000
4650,0,0,0,0,116,0,00080000
4652,0,0,0,0,117,0,00080000
4656,0,0,0,0,118,0,00080000
4661,0,0,0,0,119,0,00080000
4665,0,0,0,0,120,0,00080000
4669,0,0,0,0,121,0,00080000
4673,0,0,0,0,122,0,00080000
4677,0,0,0,0,123,0,00080000
4682,0,0,0,0,124,0,00080000
4684,0,0,0,0,125,0,00080000
4688,0,0,0,0,126,0,00080000
4692,0,0,0,0,127,0,00080000
4696,0,101,0,0,0,0,00005200
4700,0,100,2,0,0,0,00005202
4704,0,99,3,0,0,0,00005102
4708,0,99,5,0,0,0,00005104
4712,0,98,7,0,0,0,00005106
4716,0,97,9,0,0,0,00005107
4720,0,97,10,0,0,0,00005108
4724,0,96,12,0,0,0,0000500a
4728,0,95,13,0,0,0,0000500b
4732,0,95,15,0,0,0,0000500d
4736,0,94,17,0,0,0,00004f0e
4740,0,93,18,0,0,0,00004f0f
4744,0,93,20,0,0,0,00004f11
4748,0,92,21,0,0,0,00004f12
4752,0,91,23,0,0,0,00004e14
4757,0,91,24,0,0,0,00004e15
4761,0,90,26,0,0,0,00004e17
4765,0,89,27,0,0,0,00004d17
4769,0,89,29,0,0,0,00004d19
4773,0,88,30,0,0,0,00004d1a
4776,0,88,32,0,0,0,00004d1c
4780,0,87,33,0,0,0,00004d1d
4784,0,86,35,0,0,0,00004c1f
4788,0,86,36,0,0,0,00004c20
4792,0,85,38,0,0,0,00004c22
4796,0,84,39,0,0,0,00004b23
4800,0,84,41,0,0,0,00004b25
4804,0,83,42,0,0,0,00004b26
4808,0,83,44,0,0,0,00004b28
4812,0,82,45,0,0,0,00004b29
4816,0,81,47,0,0,0,00004a2b
4821,0,81,48,0,0,0,00004a2c
4825,0,80,50,0,0,0,00004a2e
4828,0,79,52,0,0,0,00004930
4833,0,79,53,0,0,0,00004931
4838,0,78,55,0,0,0,00004933
4840,0,77,56,0,0,0,00004834
4844,0,77,58,0,0,0,00004836
4849,0,76,59,0,0,0,00004838
4853,0,75,61,0,0,0,0000473a
4857,0,75,63,0,0,0,0000473c
4861,0,74,64,0,0,0,0000473d
4865,0,73,66,0,0,0,00004640
4869,0,73,68,0,0,0,00004641
4873,0,72,70,0,0,0,00004644
4877,0,71,71,0,0,0,00004545
4880,0,70,72,0,0,0,00004446
4884,0,68,73,0,0,0,00004146
4890,0,66,73,0,0,0,00004046
4892,0,64,74,0,0,0,00003d47
4896,0,63,75,0,0,0,00003c47
4900,0,61,75,0,0,0,00003a47
4904,0,59,76,0,0,0,00003848
4908,0,58,77,0,0,0,00003648
4913,0,56,77,0,0,0,00003448
4917,0,55,78,0,0,0,00003349
4922,0,53,79,0,0,0,00003149
4924,0,52,79,0,0,0,00003049
4928,0,50,80,0,0,0,00002e4a
4932,0,48,81,0,0,0,00002c4a
4936,0,47,81,0,0,0,00002b4a
4940,0,45,82,0,0,0,0000294b
4944,0,44,83,0,0,0,0000284b
4948,0,42,83,0,0,0,0000264b
4953,0,41,84,0,0,0,0000254b
4956,0,39,84,0,0,0,0000234b
4960,0,38,85,0,0,0,0000224c
4965,0,36,86,0,0,0,0000204c
4969,0,35,86,0,0,0,00001f4c
4973,0,33,87,0,0,0,00001d4d
4977,0,32,88,0,0,0,00001c4d
4981,0,30,88,0,0,0,00001a4d
4984,0,29,89,0,0,0,0000194d
4988,0,27,89,0,0,0,0000174d
4992,0,26,90,0,0,0,0000174e
4997,0,24,91,0,0,0,0000154e
5001,0,23,91,0,0,0,0000144e
5005,0,21,92,0,0,0,0000124f
5009,0,20,93,0,0,0,0000114f
5013,0,18,93,0,0,0,00000f4f
5016,0,17,94,0,0,0,00000e4f
5020,0,15,95,0,0,0,00000d50
5024,0,13,95,0,0,0,00000b50
5028,0,12,96,0,0,0,00000a50
5032,0,10,97,0,0,0,00000851
5036,0,9,97,0,0,0,00000751
5040,0,7,98,0,0,0,00000651
5044,0,5,99,0,0,0,00000451
5048,0,3,99,0,0,0,00000251
5052,0,2,100,0,0,0,00000252
5056,0,0,101,0,0,0,00000052
5060,0,-2,100,0,0,0,0000fe52
5064,0,-3,99,0,0,0,0000fe51
5068,0,-5,99,0,0,0,0000fc51
5072,0,-7,98,0,0,0,0000fa51
5076,0,-9,97,0,0,0,0000f951
5080,0,-10,97,0,0,0,0000f851
5084,0,-12,96,0,0,0,0000f650
5088,0,-13,95,0,0,0,0000f550
5092,0,-15,95,0,0,0,0000f350
5096,0,-17,94,0,0,0,0000f24f
5101,0,-18,93,0,0,0,0000f14f
5105,0,-20,93,0,0,0,0000ef4f
5110,0,-21,92,0,0,0,0000ee4f
5112,0,-23,91,0,0,0,0000ec4e
5116,0,-24,91,0,0,0,0000eb4e
5120,0,-26,90,0,0,0,0000e94e
5125,0,-27,89,0,0,0,0000e94d
5129,0,-29,89,0,0,0,0000e74d
5133,0,-30,88,0,0,0,0000e64d
5137,0,-32,88,0,0,0,0000e44d
5140,0,-33,87,0,0,0,0000e34d
5144,0,-35,86,0,0,0,0000e14c
5148,0,-36,86,0,0,0,0000e04c
5154,0,-38,85,0,0,0,0000de4c
5156,0,-39,84,0,0,0,0000dd4b
5161,0,-41,84,0,0,0,0000db4b
5164,0,-42,83,0,0,0,0000da4b
5169,0,-44,83,0,0,0,0000d84b
5172,0,-45,82,0,0,0,0000d74b
5176,0,-47,81,0,0,0,0000d54a
5180,0,-48,81,0,0,0,0000d44a
5185,0,-50,80,0,0,0,0000d24a
5189,0,-52,79,0,0,0,0000d049
5192,0,-53,79,0,0,0,0000cf49
5196,0,-55,78,0,0,0,0000cd49
5200,0,-56,77,0,0,0,0000cc48
5204,0,-58,77,0,0,0,0000ca48
5208,0,-59,76,0,0,0,0000c848
5212,0,-61,75,0,0,0,0000c647
5217,0,-63,75,0,0,0,0000c447
5220,0,-64,74,0,0,0,0000c347
5225,0,-66,73,0,0,0,0000c046
5229,0,-68,73,0,0,0,0000bf46
5233,0,-70,72,0,0,0,0000bc46
5236,0,-71,71,0,0,0,0000bb45
5240,0,-72,70,0,0,0,0000ba44
5245,0,-73,68,0,0,0,0000ba41
5249,0,-73,66,0,0,0,0000ba40
5253,0,-74,64,0,0,0,0000b93d
5256,0,-75,63,0,0,0,0000b93c
5260,0,-75,61,0,0,0,0000b93a
5264,0,-76,59,0,0,0,0000b838
5268,0,-77,58,0,0,0,0000b836
5272,0,-77,56,0,0,0,0000b834
5276,0,-78,55,0,0,0,0000b733
5280,0,-79,53,0,0,0,0000b731
5284,0,-79,52,0,0,0,0000b730
5289,0,-80,50,0,0,0,0000b62e
5293,0,-81,48,0,0,0,0000b62c
5297,0,-81,47,0,0,0,0000b62b
5301,0,-82,45,0,0,0,0000b529
5305,0,-83,44,0,0,0,0000b528
5309,0,-83,42,0,0,0,0000b526
5313,0,-84,41,0,0,0,0000b525
5317,0,-84,39,0,0,0,0000b523
5321,0,-85,38,0,0,0,0000b422
5325,0,-86,36,0,0,0,0000b420
5329,0,-86,35,0,0,0,0000b41f
5333,0,-87,33,0,0,0,0000b31d
5337,0,-88,32,0,0,0,0000b31c
5341,0,-88,30,0,0,0,0000b31a
5345,0,-89,29,0,0,0,0000b319
5350,0,-89,27,0,0,0,0000b317
5352,0,-90,26,0,0,0,0000b217
5356,0,-91,24,0,0,0,0000b215
5361,0,-91,23,0,0,0,0000b214
5365,0,-92,21,0,0,0,0000b112
5369,0,-93,20,0,0,0,0000b111
5373,0,-93,18,0,0,0,0000b10f
5377,0,-94,17,0,0,0,0000b10e
5381,0,-95,15,0,0,0,0000b00d
5385,0,-95,13,0,0,0,0000b00b
5389,0,-96,12,0,0,0,0000b00a
5393,0,-97,10,0,0,0,0000af08
5397,0,-97,9,0,0,0,0000af07
5402,0,-98,7,0,0,0,0000af06
5404,0,-99,5,0,0,0,0000af04
5408,0,-99,3,0,0,0,0000af02
5412,0,-100,2,0,0,0,0000ae02
5416,0,-101,0,0,0,0,0000ae00
5420,0,-100,-2,0,0,0,0000aefe
5425,0,-99,-3,0,0,0,0000affe
5428,0,-99,-5,0,0,0,0000affc
5433,0,-98,-7,0,0,0,0000affa
5437,0,-97,-9,0,0,0,0000aff9
5442,0,-97,-10,0,0,0,0000aff8
5445,0,-96,-12,0,0,0,0000b0f6
5450,0,-95,-13,0,0,0,0000b0f5
5452,0,-95,-15,0,0,0,0000b0f3
5457,0,-94,-17,0,0,0,0000b1f2
5461,0,-93,-18,0,0,0,0000b1f1
5465,0,-93,-20,0,0,0,0000b1ef
5469,0,-92,-21,0,0,0,0000b1ee
5473,0,-91,-23,0,0,0,0000b2ec
5477,0,-91,-24,0,0,0,0000b2eb
5481,0,-90,-26,0,0,0,0000b2e9
5486,0,-89,-27,0,0,0,0000b3e9
5488,0,-89,-29,0,0,0,0000b3e7
5492,0,-88,-30,0,0,0,0000b3e6
5497,0,-88,-32,0,0,0,0000b3e4
5501,0,-87,-33,0,0,0,0000b3e3
5506,0,-86,-35,0,0,0,0000b4e1
5509,0,-86,-36,0,0,0,0000b4e0
5514,0,-85,-38,0,0,0,0000b4de
5516,0,-84,-39,0,0,0,0000b5dd
5521,0,-84,-41,0,0,0,0000b5db
5524,0,-83,-42,0,0,0,0000b5da
5529,0,-83,-44,0,0,0,0000b5d8
5532,0,-82,-45,0,0,0,0000b5d7
5537,0,-81,-47,0,0,0,0000b6d5
5541,0,-81,-48,0,0,0,0000b6d4
5545,0,-80,-50,0,0,0,0000b6d2
5549,0,-79,-52,0,0,0,0000b7d0
5553,0,-79,-53,0,0,0,0000b7cf
5557,0,-78,-55,0,0,0,0000b7cd
5561,0,-77,-56,0,0,0,0000b8cc
5565,0,-77,-58,0,0,0,0000b8ca
5570,0,-76,-59,0,0,0,0000b8c8
5572,0,-75,-61,0,0,0,0000b9c6
5577,0,-75,-63,0,0,0,0000b9c4
5580,0,-74,-64,0,0,0,0000b9c3
5584,0,-73,-66,0,0,0,0000bac0
5590,0,-73,-68,0,0,0,0000babf
5592,0,-72,-70,0,0,0,0000babc
5597,0,-71,-71,0,0,0,0000bbbb
5600,0,-70,-72,0,0,0,0000bcba
5605,0,-68,-73,0,0,0,0000bfba
5609,0,-66,-73,0,0,0,0000c0ba
5612,0,-64,-74,0,0,0,0000c3b9
5616,0,-63,-75,0,0,0,0000c4b9
5620,0,-61,-75,0,0,0,0000c6b9
5624,0,-59,-76,0,0,0,0000c8b8
5628,0,-58,-77,0,0,0,0000cab8
5632,0,-56,-77,0,0,0,0000ccb8
5636,0,-55,-78,0,0,0,0000cdb7
5640,0,-53,-79,0,0,0,0000cfb7
5644,0,-52,-79,0,0,0,0000d0b7
5648,0,-50,-80,0,0,0,0000d2b6
5653,0,-48,-81,0,0,0,0000d4b6
5657,0,-47,-81,0,0,0,0000d5b6
5661,0,-45,-82,0,0,0,0000d7b5
5665,0,-44,-83,0,0,0,0000d8b5
5669,0,-42,-83,0,0,0,0000dab5
5674,0,-41,-84,0,0,0,0000dbb5
5676,0,-39,-84,0,0,0,0000ddb5
5681,0,-38,-85,0,0,0,0000deb4
5684,0,-36,-86,0,0,0,0000e0b4
5688,0,-35,-86,0,0,0,0000e1b4
5692,0,-33,-87,0,0,0,0000e3b3
5697,0,-32,-88,0,0,0,0000e4b3
5701,0,-30,-88,0,0,0,0000e6b3
5705,0,-29,-89,0,0,0,0000e7b3
5709,0,-27,-89,0,0,0,0000e9b3
5713,0,-26,-90,0,0,0,0000e9b2
5717,0,-24,-91,0,0,0,0000ebb2
5721,0,-23,-91,0,0,0,0000ecb2
5725,0,-21,-92,0,0,0,0000eeb1
5729,0,-20,-93,0,0,0,0000efb1
5733,0,-18,-93,0,0,0,0000f1b1
5736,0,-17,-94,0,0,0,0000f2b1
5740,0,-15,-95,0,0,0,0000f3b0
5744,0,-13,-95,0,0,0,0000f5b0
5749,0,-12,-96,0,0,0,0000f6b0
5753,0,-10,-97,0,0,0,0000f8af
5756,0,-9,-97,0,0,0,0000f9af
5761,0,-7,-98,0,0,0,0000faaf
5765,0,-5,-99,0,0,0,0000fcaf
5769,0,-3,-99,0,0,0,0000feaf
5773,0,-2,-100,0,0,0,0000feae
5778,0,0,-101,0,0,0,000000ae
5780,0,2,-100,0,0,0,000002ae
5784,0,3,-99,0,0,0,000002af
5789,0,5,-99,0,0,0,000004af
5793,0,7,-98,0,0,0,000006af
5797,0,9,-97,0,0,0,000007af
5801,0,10,-97,0,0,0,000008af
5805,0,12,-96,0,0,0,00000ab0
5809,0,13,-95,0,0,0,00000bb0
5813,0,15,-95,0,0,0,00000db0
5817,0,17,-94,0,0,0,00000eb1
5820,0,18,-93,0,0,0,00000fb1
5824,0,20,-93,0,0,0,000011b1
5828,0,21,-92,0,0,0,000012b1
5832,0,23,-91,0,0,0,000014b2
5837,0,24,-91,0,0,0,000015b2
5841,0,26,-90,0,0,0,000017b2
5845,0,27,-89,0,0,0,000017b3
5848,0,29,-89,0,0,0,000019b3
5853,0,30,-88,0,0,0,00001ab3
5857,0,32,-88,0,0,0,00001cb3
5862,0,33,-87,0,0,0,00001db3
5865,0,35,-86,0,0,0,00001fb4
5869,0,36,-86,0,0,0,000020b4
5872,0,38,-85,0,0,0,000022b4
5876,0,39,-84,0,0,0,000023b5
5880,0,41,-84,0,0,0,000025b5
5884,0,42,-83,0,0,0,000026b5
5888,0,44,-83,0,0,0,000028b5
5892,0,45,-82,0,0,0,000029b5
5896,0,47,-81,0,0,0,00002bb6
5900,0,48,-81,0,0,0,00002cb6
5905,0,50,-80,0,0,0,00002eb6
5909,0,52,-79,0,0,0,000030b7
5913,0,53,-79,0,0,0,000031b7
5917,0,55,-78,0,0,0,000033b7
5920,0,56,-77,0,0,0,000034b8
5925,0,58,-77,0,0,0,000036b8
5928,0,59,-76,0,0,0,000038b8
5933,0,61,-75,0,0,0,00003ab9
5937,0,63,-75,0,0,0,00003cb9
5941,0,64,-74,0,0,0,00003db9
5944,0,66,-73,0,0,0,000040ba
5949,0,68,-73,0,0,0,000041ba
5953,0,70,-72,0,0,0,000044ba
5957,0,71,-71,0,0,0,000045bb
5961,0,72,-70,0,0,0,000046bc
5965,0,73,-68,0,0,0,000046bf
5969,0,73,-66,0,0,0,000046c0
5973,0,74,-64,0,0,0,000047c3
5977,0,75,-63,0,0,0,000047c4
5981,0,75,-61,0,0,0,000047c6
5986,0,76,-59,0,0,0,000048c8
5988,0,77,-58,0,0,0,000048ca
5992,0,77,-56,0,0,0,000048cc
5996,0,78,-55,0,0,0,000049cd
6000,0,79,-53,0,0,0,000049cf
6004,0,79,-52,0,0,0,000049d0
6009,0,80,-50,0,0,0,00004ad2
6014,0,81,-48,0,0,0,00004ad4
6017,0,81,-47,0,0,0,00004ad5
6021,0,82,-45,0,0,0,00004bd7
6025,0,83,-44,0,0,0,00004bd8
6028,0,83,-42,0,0,0,00004bda
6032,0,84,-41,0,0,0,00004bdb
6036,0,84,-39,0,0,0,00004bdd
6041,0,85,-38,0,0,0,00004cde
6045,0,86,-36,0,0,0,00004ce0
6049,0,86,-35,0,0,0,00004ce1
6053,0,87,-33,0,0,0,00004de3
6057,0,88,-32,0,0,0,00004de4
6061,0,88,-30,0,0,0,00004de6
6065,0,89,-29,0,0,0,00004de7
6070,0,89,-27,0,0,0,00004de9
6072,0,90,-26,0,0,0,00004ee9
6077,0,91,-24,0,0,0,00004eeb
6080,0,91,-23,0,0,0,00004eec
6084,0,92,-21,0,0,0,00004fee
6089,0,93,-20,0,0,0,00004fef
6093,0,93,-18,0,0,0,00004ff1
6098,0,94,-17,0,0,0,00004ff2
6101,0,95,-15,0,0,0,000050f3
6105,0,95,-13,0,0,0,000050f5
6109,0,96,-12,0,0,0,000050f6
6112,0,97,-10,0,0,0,000051f8
